ACC_NUCCORE,CreateDate_NUCCORE,GC_NUCCORE,Host_BIOSAMPLE,IsolationSource_BIOSAMPLE,Length_NUCCORE,Location_BIOSAMPLE,SamplType_BIOSAMPLE,Topology_NUCCORE,loc_lat,loc_lng,loc_parsed,plasmidfinder,pmlst,taxon_class_name,taxon_family_name,taxon_genus_name,taxon_name,taxon_order_name,taxon_phylum_name,taxon_species_name,taxon_superkingdom_name,D1,D2
NZ_CP026577.2,2018-03-01,46.65410194753146,Homo sapiens,Rectal swab,46161,"China: Sichuan, Chengdu",Culture,circular,30.6765553,104.0612783,"China,Sichuan,Chengdu","IncX3_1, JN247852, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),22.397139000000003,14.074305
NZ_CP026576.2,2018-03-01,52.20971027614304,Homo sapiens,Rectal swab,70688,"China: Sichuan, Chengdu",Culture,circular,30.6765553,104.0612783,"China,Sichuan,Chengdu","IncFII(pHN7A8)_1, JN232517, ",IncF RST(F33:A-:B-):FIA(-);FIB(-);FIC(5?);FII(33);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.6375623,10.030159
NZ_CP026575.2,2018-03-01,48.89525368248773,Homo sapiens,Rectal swab,2444,"China: Sichuan, Chengdu",Culture,circular,30.6765553,104.0612783,"China,Sichuan,Chengdu",,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),3.1122174,-0.7196024000000001
NZ_CP026574.2,2018-03-01,46.569787090233184,Homo sapiens,Rectal swab,2959,"China: Sichuan, Chengdu",Culture,circular,30.6765553,104.0612783,"China,Sichuan,Chengdu","Col(pHAD28)_1, KU674895, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.0301808,1.5644194
NZ_CP026573.2,2018-03-01,46.19978284473397,Homo sapiens,Rectal swab,3684,"China: Sichuan, Chengdu",Culture,circular,30.6765553,104.0612783,"China,Sichuan,Chengdu","Col440I_1, CP023920, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.34375593,2.720429
NZ_CP026572.2,2018-03-01,52.54838709677418,Homo sapiens,Rectal swab,6200,"China: Sichuan, Chengdu",Culture,circular,30.6765553,104.0612783,"China,Sichuan,Chengdu","Col(pHAD28)_1, KU674895, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),4.827204,-0.5411899
NZ_CP026579.1,2018-03-01,52.52072753394726,Homo sapiens,Rectal swab,100229,"China: Sichuan, Chengdu",Culture,circular,30.6765553,104.0612783,"China,Sichuan,Chengdu","IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, ",IncF RST(F47:A-:B-):FIA(-);FIB(75?);FIC(-);FII(47);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.43416432,10.5945425
NZ_CP072864.1,2021-05-25,48.78147847278635,Homo sapiens,Stool specimen,2462,Brazil: Rio de Janeiro,Genome assembly,linear,-22.95,-43.17,,"Col(pHAD28)_1, KU674895, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.974941,1.6441851000000005
NZ_CP072863.1,2021-05-25,46.53812445223488,Homo sapiens,Stool specimen,3423,Brazil: Rio de Janeiro,Genome assembly,linear,-22.95,-43.17,,,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),3.0478299,-0.71197385
NZ_CP072862.1,2021-05-25,49.80353634577603,Homo sapiens,Stool specimen,4072,Brazil: Rio de Janeiro,Genome assembly,linear,-22.95,-43.17,,"Col8282_1, DQ995352, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-8.737246,10.863642
NZ_CP072861.1,2021-05-25,52.539912917271394,Homo sapiens,Stool specimen,6201,Brazil: Rio de Janeiro,Genome assembly,linear,-22.95,-43.17,,"Col(pHAD28)_1, KU674895, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),4.825056,-0.5479286999999999
NZ_CP072860.1,2021-05-25,46.67941442552842,Homo sapiens,Stool specimen,48636,Brazil: Rio de Janeiro,Genome assembly,circular,-22.95,-43.17,,"ColKP3_1, JN205800, |IncX3_1, JN247852, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),2.0082667,7.887206
NZ_CP072859.1,2021-05-25,52.3776074013792,Homo sapiens,Stool specimen,116735,Brazil: Rio de Janeiro,Genome assembly,circular,-22.95,-43.17,,"IncFIB(AP001918)_1, AP001918, |IncFII(pAMA1167-NDM-5)_1, CP024805, |IncFIA_1, AP001918, ","IncF RST(F48:A-:B-):FIA(1,6);FIB(49?);FIC(-);FII(48);FIIK(-);FIIS(-);FIIY(-)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.6973743,6.182289
NZ_CP020376.1,2020-01-16,41.74353061747374,Homo sapiens,Urine infection,31224,Brazil: Natal,,circular,-5.77926,-35.2009,,"IncX4_1, CP002895, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.38154906,-8.760442999999999
NZ_CP020548.1,2019-08-25,42.3481356321462,Homo sapiens,bile,60959,China: Hangzhou,,circular,30.3,120.2,,"IncI2(Delta)_1, AP002527, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),12.509986,-6.7419
NZ_CP020547.1,2019-08-25,50.132619768560886,Homo sapiens,bile,127809,China: Hangzhou,,circular,30.3,120.2,,"IncI1-I(Alpha)_1, AP005147, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.220019,2.4489954
NZ_CP020546.1,2019-08-25,49.38603252044688,Homo sapiens,bile,133639,China: Hangzhou,,circular,30.3,120.2,,"IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, ",IncF RST(F24:A-:B1):FIA(-);FIB(1);FIC(-);FII(24);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-0.8451773000000001,11.247376
NZ_CP020513.1,2019-08-25,50.98575647038388,Homo sapiens,abdominal,46056,USA:Boston,,circular,42.3602534,-71.0582912,"USA,Boston","IncC_1, JN157804, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),7.185120599999999,6.9400663
NZ_CP020512.1,2019-08-25,46.651790550055246,Homo sapiens,abdominal,46159,USA:Boston,,circular,42.3602534,-71.0582912,"USA,Boston","IncX3_1, JN247852, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),22.382235,14.0728245
NZ_CP020511.1,2019-08-25,50.00588179936008,Homo sapiens,abdominal,85008,USA:Boston,,circular,42.3602534,-71.0582912,"USA,Boston","IncI1-I(Alpha)_1, AP005147, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),7.7534966,8.955467
NZ_CP020510.1,2019-08-25,52.99284154947453,Homo sapiens,abdominal,118182,USA:Boston,,circular,42.3602534,-71.0582912,"USA,Boston","IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, ",IncF RST(F47:A-:B75):FIA(-);FIB(75);FIC(-);FII(47);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.41434366,10.589283
NZ_CP020524.1,2019-08-25,51.29348292286507,Homo sapiens,urine,177196,USA:Boston,,circular,42.3602534,-71.0582912,"USA,Boston","IncC_1, JN157804, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.3557277,-0.34169737
NZ_CP020523.1,2019-08-25,52.00561995082544,Homo sapiens,urine,113880,USA:Boston,,circular,42.3602534,-71.0582912,"USA,Boston","IncFII(K)_1, CP000648, ",IncF RST(K7:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(7);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),4.920856,10.560633
NZ_CP020522.1,2019-08-25,47.75187606415405,Homo sapiens,urine,95146,USA:Boston,,circular,42.3602534,-71.0582912,"USA,Boston","p0111_1, AP010962, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-5.667118,4.0354505
NZ_CP020521.1,2019-08-25,44.356782818321285,Homo sapiens,urine,13689,USA:Boston,,circular,42.3602534,-71.0582912,"USA,Boston",,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.0900729,16.51953
NZ_CP020519.1,2019-08-25,50.57140726130591,Homo sapiens,urine,120667,USA:Boston,,circular,42.3602534,-71.0582912,"USA,Boston","IncFIA_1, AP001918, |IncFIB(AP001918)_1, AP001918, |IncFII(pAMA1167-NDM-5)_1, CP024805, ","IncF RST(F1:A-:B49):FIA(1,6);FIB(49);FIC(-);FII(1);FIIK(-);FIIS(-);FIIY(-)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.6105444,6.16359
NZ_CP020518.1,2019-08-25,44.23248572911261,Homo sapiens,urine,48175,USA:Boston,,circular,42.3602534,-71.0582912,"USA,Boston",,,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-6.2442765,14.169379
NZ_CP020517.1,2019-08-25,51.874135294546,Homo sapiens,urine,109864,USA:Boston,,circular,42.3602534,-71.0582912,"USA,Boston","IncFII_1, AY458016, ",IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),9.476384,10.253186
NZ_CP020515.1,2019-08-25,51.69157895399888,Homo sapiens,blood,158757,USA:Boston,,circular,42.3602534,-71.0582912,"USA,Boston","IncFII(pCoo)_1, CR942285, |IncFII_1, AY458016, |IncFIA_1, AP001918, |IncFIB(AP001918)_1, AP001918, ","IncF RST(F-:A-:B20):FIA(1,6);FIB(20);FIC(-);FII(22,36);FIIK(-);FIIS(-);FIIY(-)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-1.4060489,6.464799
NZ_CP031235.1,2019-04-03,50.97243025650627,Homo sapiens,rectal swab,85456,United Kingdom,,circular,53.41,-2.96,,"IncM2_1, AF550415, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),15.537247,20.052563
NZ_CP031234.1,2019-04-03,43.76941737243053,Homo sapiens,rectal swab,46994,United Kingdom,,circular,53.41,-2.96,,"IncX1_4, JN935898, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),6.189268,14.300751000000002
NZ_CP031233.1,2019-04-03,53.25304146152907,Homo sapiens,rectal swab,98308,United Kingdom,,circular,53.41,-2.96,,"IncFII_1, AY458016, |IncFIA_1, AP001918, |IncFIB(AP001918)_1, AP001918, ","IncF RST(F36:A-:B1):FIA(4,20);FIB(1);FIC(-);FII(36);FIIK(-);FIIS(-);FIIY(-)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),7.6580577,10.531889
NZ_CP031232.1,2019-04-03,46.41631371403535,Homo sapiens,rectal swab,54776,United Kingdom,,circular,53.41,-2.96,,"IncY_1, K02380, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-5.534568,4.1595554
NZ_CP022735.1,2019-02-09,46.24172185430464,Homo sapiens,urine,241600,Saudi Arabia:Riyadh,,circular,24.748029,46.856851,,"IncHI2A_1, BX664015, |IncHI2_1, BX664015, ",IncHI2 DLST(4):smr0018(4);smr0199(2),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.4903274,4.128120399999999
NZ_CP022734.1,2019-02-09,49.88123737562653,Homo sapiens,urine,106936,Saudi Arabia:Riyadh,,circular,24.748029,46.856851,,"IncI1-I(Alpha)_1, AP005147, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.7225966,2.4552794
NZ_CP022733.1,2019-02-09,48.10569223447619,Homo sapiens,urine,96658,Saudi Arabia:Riyadh,,circular,24.748029,46.856851,,"p0111_1, AP010962, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-5.636355,4.0654607
NZ_CP022732.1,2019-02-09,50.65746451989185,Homo sapiens,urine,113162,Saudi Arabia:Riyadh,,circular,24.748029,46.856851,,"IncFII(pCoo)_1, CR942285, ",IncF RST(F16:A-:B-):FIA(-);FIB(-);FIC(-);FII(16);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-0.70474654,10.986521
NZ_CP022731.1,2019-02-09,49.35697466138024,Homo sapiens,urine,198748,Saudi Arabia:Riyadh,,circular,24.748029,46.856851,,"IncFIC(FII)_1, AP001918, |IncFIB(AP001918)_1, AP001918, ",IncF RST(--:A-:B1):FIA(-);FIB(1);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),10.420369,-0.8426305000000001
NZ_CP025848.1,2019-02-09,47.726997293403166,Homo sapiens,stool,148526,Bangladesh,,circular,23.685,90.3563,,"IncFII_1, AY458016, ",IncF RST(F11:A-:B-):FIA(-);FIB(-);FIC(5?);FII(11);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.56827,10.566673
NZ_CP025841.1,2019-02-09,46.0713665894497,Homo sapiens,stool,132527,Mexico,,circular,23.6345,-102.5528,,"IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, ",IncF RST(F-:A-:B-):FIA(-);FIB(~56);FIC(-);FII(~84);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),2.1354392000000004,11.109114
NZ_CP025850.1,2019-02-09,48.74018086793861,Homo sapiens,stool,158237,Bangladesh,,circular,23.685,90.3563,,"FIA(pBK30683)_1, KF954760, |IncFII(pCoo)_1, CR942285, ",IncF RST(F106:A-:B-):FIA(~19);FIB(-);FIC(-);FII(106);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.0955648,10.735081
NZ_CP031297.1,2019-01-06,51.62035807257079,Homo sapiens,blood,188230,Viet Nam: Ho Chi Minh city,,circular,10.804412,106.694269,,"IncC_1, JN157804, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-2.331207,-0.31125197
NZ_CP031296.1,2019-01-06,42.28155501515707,Homo sapiens,blood,60038,Viet Nam: Ho Chi Minh city,,circular,10.804412,106.694269,,"IncI2_1, KP347127, ",,Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),12.365537,-5.942158
NZ_CP031295.1,2019-01-06,51.365443019913975,Homo sapiens,blood,245305,Viet Nam: Ho Chi Minh city,,circular,10.804412,106.694269,,"IncR_1, DQ449578, |IncFIC(FII)_1, AP001918, |IncFIB(AP001918)_1, AP001918, ","IncF RST(--:A-:B1):FIA(-);FIB(1);FIC(4);FII(18,46);FIIK(-);FIIS(-);FIIY(-)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),-0.62784225,10.849013
NZ_CP031294.1,2019-01-06,45.69954646477423,Homo sapiens,blood,110686,Viet Nam: Ho Chi Minh city,,circular,10.804412,106.694269,,"IncFIB(pLF82-PhagePlasmid)_1, CU638872, ",IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),19.971336,6.3011713
NZ_CP025919.1,2018-12-26,49.49868703747912,Homo sapiens,stool,50268,Gambia,,circular,13.4432,-15.3101,,"IncFII(pCoo)_1, CR942285, ",IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(5?);FII(~35);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),0.88782966,11.130779
NZ_CP025918.1,2018-12-26,52.46822846885284,Homo sapiens,stool,76877,Gambia,,circular,13.4432,-15.3101,,"IncFII(pCoo)_1, CR942285, ",IncF RST(F106:A-:B-):FIA(-);FIB(-);FIC(-);FII(106);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.6022031,10.756171
NZ_CP025917.1,2018-12-26,47.79944670241471,Homo sapiens,stool,146395,Gambia,,circular,13.4432,-15.3101,,"IncFII_1, AY458016, ",IncF RST(F11:A-:B-):FIA(-);FIB(-);FIC(5?);FII(11);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.579813,10.557205
NZ_CP025868.1,2018-12-26,47.26145332576911,Homo sapiens,stool,100473,India,,circular,20.5937,78.9629,,"IncFIB(H89-PhagePlasmid)_1, HG530657, ",IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),19.939026,6.277824400000001
NZ_CP025867.1,2018-12-26,46.53565279344535,Homo sapiens,stool,50529,India,,circular,20.5937,78.9629,,"IncFIB(AP001918)_1, AP001918, ",IncF RST(F-:A-:B-):FIA(-);FIB(~52);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.0332342,10.585682
NZ_CP025866.1,2018-12-26,45.88304572686774,Homo sapiens,stool,78116,India,,circular,20.5937,78.9629,,"IncFIC(FII)_1, AP001918, ",IncF RST(F106:A-:B-):FIA(-);FIB(-);FIC(6?);FII(106);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),8.157861,8.240115
NZ_CP025895.1,2018-12-26,46.432550812617656,Homo sapiens,stool,52054,India,,circular,20.5937,78.9629,,"IncFIB(AP001918)_1, AP001918, ",IncF RST(F-:A-:B-):FIA(-);FIB(~52);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.0666083,10.583905
NZ_CP025894.1,2018-12-26,47.26145332576911,Homo sapiens,stool,100473,India,,circular,20.5937,78.9629,,"IncFIB(H89-PhagePlasmid)_1, HG530657, ",IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),19.937792,6.2760777
NZ_CP025893.1,2018-12-26,46.90250379362671,Homo sapiens,stool,105440,India,,circular,20.5937,78.9629,,"IncFIC(FII)_1, AP001918, |IncFII(pSFO)_1, AF401292, ","IncF RST(F106:A-:B-):FIA(-);FIB(-);FIC(6?);FII(106,106);FIIK(-);FIIS(-);FIIY(-)",Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),8.156689,8.23933
NZ_CP025885.1,2018-12-26,50.54008206347597,Homo sapiens,stool,68971,India,,circular,20.5937,78.9629,,"IncFII(Yp)_1, CP000670, ",IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(21?);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.6111958,10.730708
NZ_CP025884.1,2018-12-26,45.88911357411626,Homo sapiens,stool,78134,India,,circular,20.5937,78.9629,,"IncFIC(FII)_1, AP001918, ",IncF RST(F106:A-:B-):FIA(-);FIB(-);FIC(6?);FII(106);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),8.153361,8.241530000000001
NZ_CP025883.1,2018-12-26,47.26145332576911,Homo sapiens,stool,100473,India,,circular,20.5937,78.9629,,"IncFIB(H89-PhagePlasmid)_1, HG530657, ",IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),19.937485,6.2759404000000005
NZ_CP025882.1,2018-12-26,46.43330579623831,Homo sapiens,stool,52051,India,,circular,20.5937,78.9629,,"IncFIB(AP001918)_1, AP001918, ",IncF RST(F-:A-:B-):FIA(-);FIB(~52);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.0642865,10.586459
NZ_CP025861.1,2018-12-26,48.923323708694255,Homo sapiens,stool,155850,India,,circular,20.5937,78.9629,,"IncFIB(AP001918)_1, AP001918, |IncFII(pHN7A8)_1, JN232517, ",IncF RST(F-:A-:B42):FIA(-);FIB(42);FIC(1?);FII(~101);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.0539767,10.689726
NZ_CP025860.1,2018-12-26,47.63868250391175,Homo sapiens,stool,101617,India,,circular,20.5937,78.9629,,"IncFII_1, AY458016, ",IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(~84);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.4748516,10.492291
NZ_CP025912.1,2018-12-26,51.803388511907336,Homo sapiens,stool,92548,Mali,,circular,17.5707,-3.9962,,"IncFII(pCoo)_1, CR942285, ",IncF RST(F106:A-:B-):FIA(-);FIB(-);FIC(-);FII(106);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.6188219,10.751244
NZ_CP025911.1,2018-12-26,47.79808053553742,Homo sapiens,stool,146395,Mali,,circular,17.5707,-3.9962,,"IncFII_1, AY458016, ",IncF RST(F11:A-:B-):FIA(-);FIB(-);FIC(5?);FII(11);FIIK(-);FIIS(-);FIIY(-),Gammaproteobacteria (1236),Enterobacteriaceae (543),Escherichia (561),Escherichia coli,Enterobacterales (91347),Proteobacteria (1224),Escherichia coli (562),Bacteria (2),1.5882281,10.585457
