ACC_NUCCORE	CreateDate_NUCCORE	GC_NUCCORE	Host_BIOSAMPLE	IsolationSource_BIOSAMPLE	Length_NUCCORE	Location_BIOSAMPLE	SamplType_BIOSAMPLE	Topology_NUCCORE	loc_lat	loc_lng	loc_parsed	plasmidfinder	pmlst	taxon_class_name	taxon_family_name	taxon_genus_name	taxon_name	taxon_order_name	taxon_phylum_name	taxon_species_name	taxon_superkingdom_name	D1	D2
NZ_AP023225.1	2020-06-27	51.800408197190634	Homo sapiens		108281	Myanmar:Yangon		circular	16.866069	96.195132		IncFII(pAMA1167-NDM-5)_1, CP024805, |IncFIA_1, AP001918, |IncFIB(AP001918)_1, AP001918, |IncQ1_1, M28829, 	IncF RST(F1:A-:B49):FIA(1,6);FIB(49);FIC(-);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.5505874	6.2503233
NZ_CP054238.1	2020-06-25	51.48771021992238	Homo sapiens	urine	1546	USA: Dallas, Texas		circular	32.77	-96.79		Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.3065722	-4.83033
NZ_CP054237.1	2020-06-25	52.536837308218146	Homo sapiens	urine	131660	USA: Dallas, Texas		circular	32.77	-96.79		IncFIB(AP001918)_1, AP001918, |IncQ1_1, M28829, |IncFII(pRSB107)_1, AJ851089, |IncFIA_1, AP001918, 	IncF RST(F1:A-:B-):FIA(1,6);FIB(20?);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.8759142	6.0860095
NZ_CP054229.1	2020-06-25	42.57502721194216	Homo sapiens	urine	6431	USA: Dallas, Texas		circular	32.77	-96.79		Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.5874317	2.5942159
NZ_CP054228.1	2020-06-25	48.59406028303349	Homo sapiens	urine	135461	USA: Dallas, Texas		circular	32.77	-96.79		IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F-:A-:B-):FIA(-);FIB(62?);FIC(-);FII(95?);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-0.82281125	11.086619
NZ_CP054226.1	2020-06-25	43.30151997172145	Homo sapiens	urine	5658	USA: Dallas, Texas		circular	32.77	-96.79		Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.6677441999999999	1.4949793
NZ_CP054225.1	2020-06-25	50.521644410376396	Homo sapiens	urine	123935	USA: Dallas, Texas		circular	32.77	-96.79		IncFIB(K)_1, JN233704, |IncFIA(HI1)_1, AF250878, 	IncF RST(F-:A-:B-):FIA(~13);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	3.9948177000000005	9.060489
NZ_CP054235.1	2020-06-25	51.06382978723404	Homo sapiens	urine	1551	USA: Dallas, Texas		circular	32.77	-96.79		Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.6016636999999998	-5.2802143
NZ_CP054234.1	2020-06-25	51.473477406679756	Homo sapiens	urine	4072	USA: Dallas, Texas		circular	32.77	-96.79				Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-8.853821	10.463756
NZ_CP054233.1	2020-06-25	51.51968649716121	Homo sapiens	urine	129632	USA: Dallas, Texas		circular	32.77	-96.79		IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, |IncFII(29)_1, CP003035, 	IncF RST(F29:A-:B-):FIA(-);FIB(10?);FIC(-);FII(29);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.5474683000000001	11.914536
NZ_CP054231.1	2020-06-25	48.602180598266706	Homo sapiens	urine	7154	USA: Dallas, Texas		circular	32.77	-96.79		ColRNAI_1, DQ298019, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	3.9676635	-5.022646
NZ_CP054218.1	2020-06-25	47.13677236157122	Homo sapiens	urine	2113	USA: Dallas, Texas		circular	32.77	-96.79		Col(BS512)_1, NC_010656, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	5.0711455	-6.6940026
NZ_CP054216.1	2020-06-25	50.1720112343075	Homo sapiens	urine	88657	USA: Dallas, Texas		circular	32.77	-96.79		IncI(Gamma)_1, AP011954, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	7.7184824999999995	8.317803
NZ_CP054215.1	2020-06-25	52.56453385364103	Homo sapiens	urine	89178	USA: Dallas, Texas		circular	32.77	-96.79		IncFIB(AP001918)_1, AP001918, |IncQ1_1, M28829, |IncFIA_1, AP001918, 	IncF RST(F-:A-:B-):FIA(1,6);FIB(10?);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.9376912	5.9428983
NZ_CP054223.1	2020-06-25	50.199203187250994	Homo sapiens	urine	1506	USA: Dallas, Texas		circular	32.77	-96.79		Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	12.147518	11.647667
NZ_CP054221.1	2020-06-25	50.145261701637075	Homo sapiens	urine	86740	USA: Dallas, Texas		circular	32.77	-96.79		IncI1-I(Alpha)_1, AP005147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-2.5113797000000004	2.7374593999999997
NZ_CP054220.1	2020-06-25	50.89721916342261	Homo sapiens	urine	128954	USA: Dallas, Texas		circular	32.77	-96.79		IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, |IncFII(pRSB107)_1, AJ851089, |IncFIA_1, AP001918, 	IncF RST(F1:A-:B-):FIA(2,6);FIB(20?);FIC(3?);FII(1);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.8416293999999997	5.942302
NZ_CP054944.1	2020-06-18	43.154101995565405	Homo sapiens	Clinical sample: urine	3608	India:South		circular	13.3	78.59	India,South	ColRNAI_1, DQ298019, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	9.119942	6.4037585
NZ_CP054943.1	2020-06-18	50.15520756115641	Homo sapiens	Clinical sample: urine	86336	India:South		circular	13.3	78.59	India,South	IncI1-I(Alpha)_1, AP005147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	7.70028	8.466051
NZ_CP054942.1	2020-06-18	51.9142719244466	Homo sapiens	Clinical sample: urine	76661	India:South		circular	13.3	78.59	India,South	IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.3912893	10.417683
NZ_CP054941.1	2020-06-18	51.50185457344811	Homo sapiens	Clinical sample: urine	142890	India:South		circular	13.3	78.59	India,South	IncFIA_1, AP001918, |IncFII_1, AY458016, |IncFII(pCoo)_1, CR942285, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B20):FIA(1,6);FIB(20);FIC(-);FII(22,36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.373071	6.419965299999999
NZ_CP053677.1	2020-06-15	50.990916217088575	Homo sapiens	blood	108435	Guadeloupe		circular	16.2490067	-61.56504440000001	Guadeloupe	IncI1-I(Alpha)_1, AP005147, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-3.0061717	2.2256868
NZ_AP023196.1	2020-06-14	46.84831232208214	Homo sapiens		2459			circular				Col440I_1, CP023920, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.69266075	1.8184416
NZ_AP023195.1	2020-06-14	45.378564405113075	Homo sapiens		8136			circular				Col(MGD2)_1, NC_003789, |Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.7989245	2.1514257999999997
NZ_AP023194.1	2020-06-14	46.76449413458689	Homo sapiens		47226			circular				IncX3_1, JN247852, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	22.377357	14.074089
NZ_AP023193.1	2020-06-14	45.286509742127954	Homo sapiens		112963			circular				IncFIB(pLF82-PhagePlasmid)_1, CU638872, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	19.97757	6.309812
NZ_AP023192.1	2020-06-14	50.369126645491285	Homo sapiens		115543			circular				IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B-):FIA(-);FIB(58?);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-0.9821728999999999	10.90302
NZ_AP023191.1	2020-06-14	46.9821361813797	Homo sapiens		272842			circular				IncHI2A_1, BX664015, |IncHI2_1, BX664015, 	IncHI2 DLST(2):smr0018(2);smr0199(2)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-2.2145605	3.8233165999999996
NZ_AP023211.1	2020-06-14	50.30581039755352	Homo sapiens		1962			circular				Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.9370574	1.5905226000000001
NZ_AP023210.1	2020-06-14	46.65193561664609	Homo sapiens		46161			circular				IncX3_1, JN247852, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	22.361446	14.089177
NZ_AP023209.1	2020-06-14	50.04522378479314	Homo sapiens		68548			circular						Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-0.23599593	10.652875
NZ_AP023208.1	2020-06-14	52.3679300374596	Homo sapiens		70209			circular						Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.023272732	11.050059
NZ_AP023207.1	2020-06-14	48.85502690606854	Homo sapiens		93845			circular						Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	2.6220133	8.4233675
NZ_AP023206.1	2020-06-14	51.80620947131168	Homo sapiens		404189			circular						Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.18160933	11.502898
NZ_AP023203.1	2020-06-14	45.366273352999016	Homo sapiens		8136			circular				Col(MGD2)_1, NC_003789, |Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.7893087	2.1382592000000002
NZ_AP023202.1	2020-06-14	46.659445407279044	Homo sapiens		46160			circular				IncX3_1, JN247852, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	22.365183	14.086219
NZ_AP023201.1	2020-06-14	46.160708038900154	Homo sapiens		57172			circular						Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-6.5136194000000005	12.749423
NZ_AP023200.1	2020-06-14	45.286593192581776	Homo sapiens		112965			circular				IncFIB(pLF82-PhagePlasmid)_1, CU638872, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	19.977222	6.3098288
NZ_AP023199.1	2020-06-14	50.43864606609688	Homo sapiens		115013			circular				IncFIB(AP001918)_1, AP001918, |IncFIC(FII)_1, AP001918, 	IncF RST(--:A-:B-):FIA(-);FIB(58?);FIC(4);FII(18);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-0.9639247999999999	10.944279
NZ_AP023198.1	2020-06-14	46.98067013143138	Homo sapiens		272842			circular				IncHI2A_1, BX664015, |IncHI2_1, BX664015, 	IncHI2 DLST(2):smr0018(2);smr0199(2)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-2.2448072	3.8524325
NZ_CP047408.1	2020-06-12	54.385161438058155	Homo sapiens	Clinical sample: urine	4367	India: South		circular	13.3	78.59	India,South	Col(pHAD28)_1, KU674895, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	1.204167	0.9720218
NZ_CP047407.1	2020-06-12	51.911663035963535	Homo sapiens	Clinical sample: urine	76661	India: South		circular	13.3	78.59	India,South	IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.41119182	10.42715
NZ_CP047406.1	2020-06-12	51.50255441248513	Homo sapiens	Clinical sample: urine	142890	India: South		circular	13.3	78.59	India,South	IncFIA_1, AP001918, |IncFII_1, AY458016, |IncFII(pCoo)_1, CR942285, |IncFIB(AP001918)_1, AP001918, 	IncF RST(F-:A-:B20):FIA(17?);FIB(20);FIC(-);FII(22,36);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.3658983	6.432105
NZ_CP054362.1	2020-06-12	51.86855670103093	Homo sapiens	rectal swab from healthy college student	1552	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.1234655	-4.496428
NZ_CP054361.1	2020-06-12	47.13677236157122	Homo sapiens	rectal swab from healthy college student	2113	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(BS512)_1, NC_010656, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	5.068808	-6.694783
NZ_CP054360.1	2020-06-12	41.19428818693206	Homo sapiens	rectal swab from healthy college student	2311	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	12.237648	11.957835000000001
NZ_CP054359.1	2020-06-12	50.43795620437956	Homo sapiens	rectal swab from healthy college student	4110	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-8.588811	10.761938
NZ_CP054358.1	2020-06-12	45.75975160100912	Homo sapiens	rectal swab from healthy college student	5153	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	ColRNAI_1, DQ298019, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	9.824933	5.7944674
NZ_CP054357.1	2020-06-12	42.30230930720784	Homo sapiens	rectal swab from healthy college student	5716	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col156_1, NC_009781, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	11.864896	15.378708999999999
NZ_CP054356.1	2020-06-12	50.44824668112339	Homo sapiens	rectal swab from healthy college student	75628	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncFII_1, AY458016, 	IncF RST(F2:A-:B-):FIA(-);FIB(-);FIC(-);FII(2);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.78346163	11.269182
NZ_CP054355.1	2020-06-12	49.89605253150116	Homo sapiens	rectal swab from healthy college student	78886	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncFIB(AP001918)_1, AP001918, |Col156_1, NC_009781, |IncFII(pHN7A8)_1, JN232517, 	IncF RST(F-:A-:B-):FIA(-);FIB(10?);FIC(5?);FII(~33);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.58612	11.974522
NZ_CP054354.1	2020-06-12	53.21999903339616	Homo sapiens	rectal swab from healthy college student	82764	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncB/O/K/Z_2, GU256641, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-3.2196127999999997	12.692577
NZ_CP054352.1	2020-06-12	44.566410537870475	Homo sapiens	rectal swab from healthy college student	1822	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-5.848513	11.084624
NZ_CP054351.1	2020-06-12	45.81622176591375	Homo sapiens	rectal swab from healthy college student	3896	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	ColRNAI_1, DQ298019, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	8.666979	5.666226999999999
NZ_CP054350.1	2020-06-12	49.87696850393701	Homo sapiens	rectal swab from healthy college student	4064	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col8282_1, DQ995352, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-8.727260000000001	10.842834
NZ_CP054349.1	2020-06-12	47.57112444358428	Homo sapiens	rectal swab from healthy college student	5167	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col156_1, NC_009781, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-4.1003264999999995	-4.456077
NZ_CP054348.1	2020-06-12	48.55169767887973	Homo sapiens	rectal swab from healthy college student	5213	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	ColRNAI_1, DQ298019, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	9.173943	5.5847206
NZ_CP054347.1	2020-06-12	47.36281299946724	Homo sapiens	rectal swab from healthy college student	5631	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	ColRNAI_1, DQ298019, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	4.9011602	20.047280999999998
NZ_CP054346.1	2020-06-12	49.7394902181131	Homo sapiens	rectal swab from healthy college student	39154	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncFIB(AP001918)_1, AP001918, |IncFII(29)_1, CP003035, 	IncF RST(F29:A-:B10):FIA(-);FIB(10);FIC(-);FII(29);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	0.56570065	11.825280000000001
NZ_CP053285.1	2020-06-12	51.00064557779213	Homo sapiens	rectal swab from healthy college student	1549	USA: California	whole organism	linear	36.7014631	-118.7559974	USA,California	Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-1.5906482	-5.263222
NZ_CP054367.1	2020-06-12	38.41423948220065	Homo sapiens	rectal swab from healthy college student	3090	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	Col(MG828)_1, NC_008486, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	12.2183485	11.918762
NZ_CP054366.1	2020-06-12	48.70752906648606	Homo sapiens	rectal swab from healthy college student	8859	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	ColRNAI_1, DQ298019, 		Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	4.1423073	-4.8475704
NZ_CP054365.1	2020-06-12	41.75277581669983	Homo sapiens	rectal swab from healthy college student	31162	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	2.6543431	7.842957000000001
NZ_CP054364.1	2020-06-12	49.17231892994357	Homo sapiens	rectal swab from healthy college student	126498	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California	IncFIB(AP001918)_1, AP001918, |IncFII_1, AY458016, 	IncF RST(F19:A-:B-):FIA(-);FIB(52?);FIC(5?);FII(19);FIIK(-);FIIS(-);FIIY(-)	Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	-0.8367469000000001	11.225404
NZ_CP054370.1	2020-06-12	49.013951845528936	Homo sapiens	rectal swab from healthy college student	33974	USA: California	whole organism	circular	36.7014631	-118.7559974	USA,California			Gammaproteobacteria (1236)	Enterobacteriaceae (543)	Escherichia (561)	Escherichia coli	Enterobacterales (91347)	Proteobacteria (1224)	Escherichia coli (562)	Bacteria (2)	6.693051	6.5398135
